applid,coreproject,pmid
10146999,R01DA042859,30247321
10444038,R01DA042859,34464585
10266747,R01DA042859,29998303
10146999,R01DA042859,34144565
10146999,R01DA042859,30048320
10476662,R01DA042859,33605584
10146999,R01DA042859,33177414
10186799,R01DA042859,33065653
10146999,R01DA042859,31663968
10146999,R01DA042859,32022738
10146999,R01DA042859,30056059
10146999,R01DA042859,33288211
10266747,R01DA042859,31389832
10285664,R01DA042859,33039393
10146999,R01DA042859,34171865
10146999,R01DA042859,32251126
10146999,R01DA042859,28403427
10146999,R01DA042859,28511196
10186552,R01DA042859,31820218
10146999,R01DA042859,33084877
10146999,R01DA042859,29637436
10146999,R01DA042859,30238243
10146999,R01DA042859,32622507
10146999,R01DA042859,31290756
10146999,R01DA042859,30252810
10146999,R01DA042859,30601256
10146999,R01DA042859,30140896
10146999,R01DA042859,32675543
10220950,R01DA042859,31503160
10146999,R01DA042859,33534228
10266747,R01DA042859,31154092
10146999,R01DA042859,29048972
10160917,R01DA042859,30550471
10266747,R01DA042859,29112660
10146999,R01DA042859,30735622
10295192,R01DA042859,32487365
10146999,R01DA042859,31478976
10146999,R01DA042859,30422239
10266747,R01DA042859,29642237
10146999,R01DA042859,33820654
10146999,R01DA042859,33208521
10266747,R01DA042859,31986126
10266747,R01DA042859,33624534
10146999,R01DA042859,31412184
10226828,R01DA042059,32267585
9923636,R01DA042059,32827044
9923636,R01DA042059,30875477
9923636,R01DA042059,33423916
10098310,R01DA042059,29933819
9923636,R01DA042059,30073490
9923636,R01DA042059,28778120
9923636,R01DA042059,29404943
9923636,R01DA042059,33320803
10402976,R01DA042059,32267807
9923636,R01DA042059,32219404
9923636,R01DA042059,30560232
9923636,R01DA042059,29380216
9923636,R01DA042059,30646016
10229571,R01DA042059,34482048
10198880,R01DA041434,34723395
10088431,R01DA041434,33298307
10088431,R01DA041434,31393146
9816476,R01DA037621,27178244
10112962,R01DA037621,31377198
10212210,R01DA037621,29648982
10112962,R01DA037621,32145934
10170309,R01DA037621,28850719
10208974,R01DA037621,32777329
10112962,R01DA037621,30114475
10063565,R01DA037621,29752984
10208974,R01DA037621,31335645
9816476,R01DA037621,27861362
10112962,R01DA037621,31076578
10142117,R01DA037621,31351975
10112962,R01DA037621,26492480
10200898,R01DA037621,26687453
10220002,R01DA037621,30660616
10112962,R01DA037621,29381653
9816476,R01DA037621,34329326
10200898,R01DA037621,30807826
9816476,R01DA037621,33180816
10112962,R01DA037621,26915030
9816476,R01DA037621,27199314
9816476,R01DA037621,26554360
10399834,R01DA037621,27264359
10112962,R01DA037621,30618345
9816476,R01DA037621,26310180
10130013,R01DA037621,33470759
10293538,R01DA037621,27685982
9816476,R01DA037621,31415351
10142117,R01DA037621,34531285
10112962,R01DA037621,29140922
10293538,R01DA037621,27520081
10112962,R01DA037621,26305798
10130013,R01DA037621,33957003
10200898,R01DA037621,29270106
10405248,R01DA037621,30937216
10112962,R01DA037621,30915992
9816476,R01DA037621,28394696
10112962,R01DA037621,32597310
10376463,R01DA001411,33234360
10376463,R01DA001411,2102496
10376463,R01DA001411,29055208
10376463,R01DA001411,6742254
10376463,R01DA001411,19930536
10376463,R01DA001411,28558335
10376463,R01DA001411,28842067
10376463,R01DA001411,26188684
10376463,R01DA001411,20883590
10376463,R01DA001411,11521961
10376463,R01DA001411,34100704
10376463,R01DA001411,18331376
10376463,R01DA001411,30660247
10376463,R01DA001411,10224977
10376463,R01DA001411,26005041
10376463,R01DA001411,19699440
10376463,R01DA001411,29096291
10376463,R01DA001411,30658256
10376463,R01DA001411,26843811
10376463,R01DA001411,16900406
10376463,R01DA001411,25274169
10376463,R01DA001411,27736148
10376463,R01DA001411,3932881
10376463,R01DA001411,30170141
10376463,R01DA001411,23666817
10441644,R01DA001411,32798102
10440230,R01DA001411,34360096
10376463,R01DA001411,17884568
10376463,R01DA001411,26478720
10376463,R01DA001411,26430355
10376463,R01DA001411,30792566
10376463,R01DA001411,32007832
10441644,R01DA001411,32590211
10376463,R01DA001411,24766749
10376463,R01DA001411,7724258
10376463,R01DA001411,26254018
10376463,R01DA001411,34342001
10376463,R01DA001411,19430541
10376463,R01DA001411,17960301
10376463,R01DA001411,27340963
10376463,R01DA001411,34214884
10376463,R01DA001411,27488575
10376463,R01DA001411,32790438
10376463,R01DA001411,31585359
10376463,R01DA001411,32991383
10376463,R01DA001411,24025114
10376463,R01DA001411,32470754
10376463,R01DA001411,31532955
10376463,R01DA001411,26303557
10376463,R01DA001411,1994746
10376463,R01DA001411,33028473
10376463,R01DA001411,22609061
10376463,R01DA001411,15671473
10376463,R01DA001411,15766002
10376463,R01DA001411,23155366
10376463,R01DA001411,25293548
10376463,R01DA001411,21138717
10376463,R01DA001411,28973604
10376463,R01DA001411,31467452
10376463,R01DA001411,21171751
10376463,R01DA001411,33573727
10376463,R01DA001411,14713705
10400438,R01DA001411,30709657
10376463,R01DA001411,26010381
10376463,R01DA001411,34245999
10376463,R01DA001411,27569697
10376463,R01DA001411,16267148
10376463,R01DA001411,30399500
10376463,R01DA001411,27705842
10376463,R01DA001411,26385163
10376463,R01DA001411,24578719
10376463,R01DA001411,29109106
10376463,R01DA001411,25736618
10376463,R01DA001411,16351384
10376463,R01DA001411,27709614
10376463,R01DA001411,26473017
10376463,R01DA001411,23627961
10376463,R01DA001411,9618614
10376463,R01DA001411,30554549
10376463,R01DA001411,21154829
10376463,R01DA001411,20105412
10376463,R01DA001411,21417516
10376463,R01DA001411,27257384
10376463,R01DA001411,24955818
10376463,R01DA001411,29462767
10376463,R01DA001411,18218802
10376463,R01DA001411,15488355
10376463,R01DA001411,24565308
10376463,R01DA001411,1944498
10376463,R01DA001411,17077405
10376463,R01DA001411,29966480
10376463,R01DA001411,18665866
10376463,R01DA001411,24524516
10376463,R01DA001411,18432377
10376463,R01DA001411,25364985
10376463,R01DA001411,25182042
10376463,R01DA001411,29542004
10376463,R01DA001411,26653341
10376463,R01DA001411,30685569
10376463,R01DA001411,26504126
10376463,R01DA001411,22886042
10376463,R01DA001411,20483500
10376463,R01DA001411,8014429
10376463,R01DA001411,28571107
10376463,R01DA001411,32438281
10376463,R01DA001411,12817818
10376463,R01DA001411,25907654
10376463,R01DA001411,28933877
10376463,R01DA001411,28320868
10376463,R01DA001411,27134316
10376463,R01DA001411,12022728
10441644,R01DA001411,31941823
10376463,R01DA001411,28886963
10385887,R01DA001411,26872477
10376463,R01DA001411,24481080
10376463,R01DA001411,15704815
10376463,R01DA001411,28344426
10376463,R01DA001411,30138792
10376463,R01DA001411,24191647
10376463,R01DA001411,17701761
10376463,R01DA001411,27286951
10376463,R01DA001411,21388601
10376463,R01DA001411,6605313
10376463,R01DA001411,33944882
10376463,R01DA001411,21561496
10376463,R01DA001411,24290460
10376463,R01DA001411,28345169
10376463,R01DA001411,31638885
10376463,R01DA001411,30926573
10376463,R01DA001411,25410404
10376463,R01DA001411,31193782
10376463,R01DA001411,33041205
10376463,R01DA001411,21972061
10376463,R01DA001411,34416679
10441644,R01DA001411,31676228
10376463,R01DA001411,24592661
10376463,R01DA001411,25687142
10376463,R01DA001411,28371840
10376463,R01DA001411,23406889
10453122,U01DA040213,33446402
10453122,U01DA040213,31354012
10226461,U01DA040213,26748378
10200733,U01DA040213,33908377
10173572,U01DA040213,32860554
9980049,U01DA040213,32088538
10453122,U01DA040213,31185307
10435710,U01DA040213,30607527
9923816,U01DA036221,28132705
9923816,U01DA036221,31485779
10233986,U01DA036221,31749598
9923816,U01DA036221,32666324
9923816,U01DA036221,31927648
9931183,U01DA036221,34116811
9923816,U01DA036221,33765861
9923816,U01DA036221,32446130
10173731,U01DA036221,31202287
10173731,U01DA036221,28828202
9923816,U01DA036221,29777368
9923816,U01DA036221,32405971
9923816,U01DA036221,29713840
9923816,U01DA036221,31201642
9923816,U01DA036221,29269964
9923816,U01DA036221,29654518
10233986,U01DA036221,30680311
9923816,U01DA036221,33618744
10355194,U01DA036221,31244523
10147216,U01DA036221,27130175
9923816,U01DA036221,32049557
9923816,U01DA036221,29766374
9923816,U01DA036221,34366438
9923816,U01DA036221,34304335
10432158,U01AA021691,28214667
10432158,U01AA021691,33991389
10432158,U01AA021691,34015723
10432158,U01AA021691,32428984
10432158,U01AA021691,32509502
10432158,U01AA021691,28421617
10432158,U01AA021691,24296908
10432158,U01AA021691,33536880
10187461,U01AA021691,24890898
10432158,U01AA021691,30496644
10432158,U01AA021691,29084454
10432158,U01AA021691,33654086
10432158,U01AA021691,29180956
10432158,U01AA021691,27504610
10432158,U01AA021691,29198773
10432158,U01AA021691,26408800
10432158,U01AA021691,26562597
10432158,U01AA021691,33565988
10203894,U01AA021691,26559000
10432158,U01AA021691,34273656
10432158,U01AA021691,34087768
10432158,U01AA021691,32299789
10432158,U01AA021691,32498584
10432158,U01AA021691,26752122
10432158,U01AA021691,29963874
10432158,U01AA021691,26872408
10432158,U01AA021691,33836366
10188339,U01AA021691,24440571
10432158,U01AA021691,33270567
10432158,U01AA021691,31653477
10187461,U01AA021691,25486393
10188339,U01AA021691,26190276
10187461,U01AA021691,24522787
10432158,U01AA021691,27722828
10261377,S06GM128073,30288803
10261377,S06GM128073,29520828
10452388,S06GM123552,30397737
10418845,S06GM123552,31152330
10418845,S06GM123552,31343758
10418845,S06GM123552,30714766
10418845,S06GM123552,30969819
10418845,S06GM123552,30443847
10474728,S06GM123552,31365138
10162822,R61DA049382,34109308
10399907,R61DA049382,33605847
10397860,R61AT010799,33892281
10170518,R61AT010799,32004328
10435269,R44TR001326,31608985
10435269,R44TR001326,30130706
10435269,R44TR001326,32663376
10435269,R44TR001326,33777497
10435269,R44TR001326,31402795
10435269,R44TR001326,33455187
10435269,R44TR001326,31263796
10435269,R44TR001326,32829524
10435269,R44TR001326,30472828
10435269,R44TR001326,29205920
10435269,R44TR001326,34162924
10435269,R44TR001326,29065797
10435269,R44TR001326,28597974
10435269,R44TR001326,31270362
10435269,R44TR001326,30046784
10435269,R44TR001326,29881844
10435269,R44TR001326,31431939
10435269,R44TR001326,31217335
10435269,R44TR001326,33205026
10435269,R44TR001326,32786317
10435269,R44TR001326,31970354
10425848,R44DA044053,33730255
10463965,R44DA044053,32736660
10463965,R44DA044053,31972762
10435710,R44DA044053,31669450
10463965,R44DA044053,34399136
10463965,R44DA044053,30867068
9782089,R42TR001270,31946052
9782089,R42TR001270,32388569
9782089,R42TR001270,30211687
9782089,R42TR001270,31487700
9782089,R42TR001270,31222141
10348860,R42TR001270,34452921
10268734,R42HD088325,33231846
10268734,R42HD088325,33076911
10268734,R42HD088325,31049808
10268734,R42HD088325,34705152
10418845,R37DA047926,30443847
10358190,R37DA047926,29876790
10358190,R37DA047926,31376058
10418845,R37DA047926,31152330
10159873,R37DA020686,21278726
10159873,R37DA020686,22837742
10159873,R37DA020686,18466962
10159873,R37DA020686,24055497
10251366,R37DA020686,32098843
10159873,R37DA020686,23726225
10159873,R37DA020686,29158387
10159873,R37DA020686,29033834
10159873,R37DA020686,23143843
10159873,R37DA020686,19033203
10159873,R37DA020686,20668842
10159873,R37DA020686,31619789
10159873,R37DA020686,20816891
10159873,R37DA020686,28368384
10159873,R37DA020686,18690103
10159873,R37DA020686,22157872
10159873,R37DA020686,21740894
10197076,R37DA020686,33742685
10159873,R37DA020686,21640128
10159873,R37DA020686,33380469
10159873,R37DA020686,18418357
10159873,R37DA020686,22190154
10159873,R37DA020686,23958943
10176122,R35NS105092,33656557
10176122,R35NS105092,31735664
10406010,R35NS105092,30027970
10176122,R35NS105092,31053616
10256615,R35NS105092,32356725
10176122,R35NS105092,34537996
10176122,R35NS105092,31407662
10176122,R35NS105092,32550391
10176122,R35NS105092,29553526
10176122,R35NS105092,30571937
10186833,R35NS105092,29463641
10176122,R35NS105092,31533952
10176122,R35NS105092,32579427
9755001,R34AA025480,34281359
9755001,R34AA025480,33387128
9755001,R34AA025480,32527506
10219462,R33AT010606,33570000
10478434,R33AT010606,33574500
10219462,R33AT010606,33006979
9748773,R21MD011767,31882029
9748773,R21MD011767,32829884
9868861,R21MD011767,32276749
9748773,R21MD011767,33506076
9748773,R21MD011767,31421378
9748773,R21MD011767,32142138
10187456,R21DA045092,29979925
9856898,R21DA045092,31638884
10242692,R21DA045092,31997688
9917664,R21DA045092,32048605
10358229,R21DA044443,31082662
10358229,R21DA044443,34013442
10136555,R21DA044443,29450443
10358229,R21DA044443,32050112
10358229,R21DA044443,31370982
10358229,R21DA044443,32712165
10358229,R21DA044443,32143185
9751502,R21DA044443,31540614
10209964,R21DA041489,32826617
10209964,R21DA041489,34080564
10178096,R21DA041489,30352669
10178096,R21DA041489,32583337
10391123,R01NS113257,33705816
10208871,R01NS113257,31999650
10208871,R01NS113257,34043767
10161867,R01NS111929,32639368
10145817,R01NS111929,32826754
10145817,R01NS111929,34128530
10206013,R01NS111929,33753496
10145817,R01NS111929,33550628
10145817,R01NS111929,33128175
10145817,R01NS111929,33774127
10145817,R01NS111929,33961945
10145817,R01NS111929,32694383
10126923,R01NS103350,33854366
10126923,R01NS103350,34108435
10126923,R01NS103350,32028334
10126923,R01NS103350,33252452
10126923,R01NS103350,31308053
10393963,R01NS102432,30232011
10197482,R01NS102432,32205411
10197482,R01NS102432,33133090
10188599,R01NS102432,33356389
10173915,R01NS102432,29636377
10173915,R01NS102432,30689953
10173915,R01NS102432,31685885
10408263,R01NS102432,30971441
10399337,R01NS102432,32896719
10173915,R01NS102432,31539380
10173915,R01NS102432,32047493
10197482,R01NS102432,32787522
10393963,R01NS102432,32271748
10188599,R01NS102432,29847797
10197482,R01NS102432,30985364
10393963,R01NS102432,31363053
10197482,R01NS102432,33970188
10173915,R01NS102432,31676674
10173915,R01NS102432,32973194
10197482,R01NS102432,31862695
10384645,R01NS102432,33692134
10266550,R01NS102432,31964734
10292735,R01NS102432,33781493
10204876,R01NS102432,29487190
10161867,R01NS098826,29077871
10266762,R01NS098826,32541386
10161867,R01NS098826,32352932
10455131,R01NS098826,29848111
10223375,R01NS098826,31613606
10161867,R01NS098826,32639368
10161867,R01NS098826,32322780
10266762,R01NS098826,32142653
10161867,R01NS098826,30890918
10161867,R01NS098826,27312704
10266762,R01NS098826,29848109
10161867,R01NS098826,33429107
10161867,R01NS098826,28674170
10208974,R01NS098826,31253755
10161867,R01NS098826,30459229
10161867,R01NS098826,29631365
10161867,R01NS098826,29249459
10319407,R01NS098826,29561359
10266762,R01NS098826,30962278
10256802,R01NS098826,34326146
10266762,R01NS098826,31815209
10161867,R01NS098826,29913243
10256802,R01NS098826,33449506
10161867,R01NS098826,32773600
10161867,R01NS098826,29467623
10226015,R01NS097880,29997423
10226015,R01NS097880,34681075
10226015,R01NS097880,34274953
10226015,R01NS097880,30152715
10226015,R01NS097880,34402308
10226015,R01NS097880,33296535
10409127,R01NS094461,26692086
9815836,R01NS094461,30348901
9815836,R01NS094461,31025597
10238037,R01NS094461,30593498
10238037,R01NS094461,32345727
10238037,R01NS094461,27693258
10409127,R01NS094461,30808708
10238037,R01NS094461,29145442
10238037,R01NS094461,31621989
10400420,R01NS093990,28901776
10205279,R01NS093990,31127001
9750825,R01NS093990,29945931
10372750,R01NS093990,29540562
10298331,R01NS045594,30699332
10298331,R01NS045594,27535916
10298331,R01NS045594,27999940
10298331,R01NS045594,28956026
10298331,R01NS045594,22466126
10298331,R01NS045594,19303429
10298331,R01NS045594,18156874
10298331,R01NS045594,21455091
10298331,R01NS045594,26785322
10298331,R01NS045594,17065247
10298331,R01NS045594,23023156
10298331,R01NS045594,18958370
10298331,R01NS045594,24781496
10298331,R01NS045594,32332253
10298331,R01NS045594,17667578
10298331,R01NS045594,32404819
10298331,R01NS045594,31990732
10298331,R01NS045594,26408173
10298331,R01NS045594,17387381
10298331,R01NS045594,17426506
10298331,R01NS045594,23537369
10298331,R01NS045594,16887276
10384860,R01NS045594,28871134
10298331,R01NS045594,28534262
10298331,R01NS045594,32701850
10298331,R01NS045594,33941753
10298331,R01NS045594,19476648
10298331,R01NS045594,19752352
10298331,R01NS045594,18054143
10298331,R01NS045594,22265726
10298331,R01NS045594,29708941
10298331,R01NS045594,19254372
10298331,R01NS045594,25686526
10298331,R01NS045594,20165558
10298331,R01NS045594,22815815
10298331,R01NS045594,28956025
10298331,R01NS045594,15964687
10298331,R01NS045594,28197545
10298331,R01NS045594,30524245
10298331,R01NS045594,26688332
10298331,R01NS045594,17721250
10298331,R01NS045594,30130582
10298331,R01NS045594,18816377
10298331,R01NS045594,21453681
10298331,R01NS045594,22445889
10298331,R01NS045594,33197543
10298331,R01NS045594,17164106
10298331,R01NS045594,20800969
10298331,R01NS045594,23622763
10298331,R01NS045594,29333591
10298331,R01NS045594,21794129
9671464,R01NR015642,28805960
9671464,R01NR015642,29733454
10209300,R01MH120124,34606349
10197811,R01MH120124,33206140
10440142,R01MH120124,34244005
10197811,R01MH120124,32404821
10186828,R01MH112148,32532967
10155895,R01MH112148,32938955
10155895,R01MH112148,30456759
10270065,R01MH112138,30389062
10156633,R01MH112138,31677101
10156633,R01MH112138,29608545
10156633,R01MH112138,29050886
10199041,R01MH112138,34485983
9968988,R01MH107540,30060130
10349344,R01MH107540,32138936
9968988,R01MH107540,30537564
10166617,R01MH107540,33639519
10240583,R01MH107540,31452592
10349344,R01MH107540,29145753
10227963,R01MH107540,32464343
10203962,R01MH107540,31769511
9968988,R01MH107540,30213776
10221531,R01MH107540,27527736
10198673,R01MH107540,31154272
10221531,R01MH107540,28492852
10198673,R01MH107540,29226482
10203962,R01MH107540,28948192
10166617,R01MH107540,33847461
10349344,R01MH107540,31577981
10166617,R01MH107540,32114148
10349344,R01MH107540,32138939
9968988,R01MH107540,33493849
10084318,R01MH107540,28737296
9968988,R01MH107540,28315125
9881196,R01MD010372,33639569
10213143,R01MD009063,31764386
9740089,R01MD009063,26892240
9740089,R01MD009063,30984393
10213143,R01MD009063,30543904
9773650,R01MD009063,32142151
9740089,R01MD009063,26713424
9980695,R01MD009063,32421193
9755668,R01MD008931,31568099
9755668,R01MD008931,26831836
9755668,R01MD008931,31939768
9755668,R01MD008931,32915023
9755668,R01MD008931,33725221
9755668,R01MD008931,25828370
9755668,R01MD008931,32227158
9755668,R01MD008931,28496282
9755668,R01MD008931,26804583
10301919,R01LM010685,26720789
10369090,R01LM010685,32247630
10226268,R01LM010685,23826094
10226268,R01LM010685,25954330
10389344,R01LM010685,31684865
10254565,R01LM010685,30166544
10369551,R01LM010685,30104761
10226268,R01LM010685,25336590
10254565,R01LM010685,29636090
10226268,R01LM010685,28686612
10293876,R01LM010685,24270849
10226268,R01LM010685,24733291
10226268,R01LM010685,26912863
10226268,R01LM010685,25841328
10254565,R01LM010685,29016793
10226268,R01LM010685,28207879
10226268,R01LM010685,23851443
10397341,R01LM010685,28739897
10226268,R01LM010685,25038554
10260441,R01LM010685,33712848
10226268,R01LM010685,25297839
10226268,R01LM010685,24960203
10226268,R01LM010685,23576672
10254565,R01LM010685,29148204
10411887,R01LM010685,29038237
10408298,R01LM010685,26342218
10226268,R01LM010685,27109359
10408362,R01LM010685,29856256
10473106,R01LM010685,26265699
10483311,R01LM010685,27274018
10226268,R01LM010685,28416512
10226268,R01LM010685,31605180
10226268,R01LM010685,22195070
10226268,R01LM010685,30679510
10254565,R01LM010685,32372017
10226268,R01LM010685,27147087
10226268,R01LM010685,26338219
10473106,R01LM010685,28096535
10230561,R01LM010685,29703846
10226268,R01LM010685,25937834
10389344,R01LM010685,30183400
10226268,R01LM010685,24302669
10226268,R01LM010685,25336593
10411887,R01LM010685,28122818
10254565,R01LM010685,29659871
10226268,R01LM010685,23304311
10226268,R01LM010685,23300414
10226268,R01LM010685,31234639
10409209,R01LM010685,30759150
10408298,R01LM010685,26169577
10226268,R01LM010685,24454585
10226268,R01LM010685,24551419
10228658,R01LM010685,31609419
10226268,R01LM010685,25177340
10226268,R01LM010685,34465180
10226268,R01LM010685,27860419
10254565,R01LM010685,29448118
10248390,R01LM010685,30477398
10226268,R01LM010685,22374935
10301919,R01LM010685,29787780
10254565,R01LM010685,34038146
10226268,R01LM010685,27506131
10226268,R01LM010685,30827500
10226268,R01LM010685,33838341
10281356,R01LM010685,30665626
10226268,R01LM010685,23233247
10461509,R01LM010685,27775552
10226268,R01LM010685,24349080
10318084,R01LM010685,29378629
10254565,R01LM010685,34083811
10405736,R01LM010685,29590070
10226268,R01LM010685,34109303
10226268,R01LM010685,29481625
10226268,R01LM010685,33175840
10226268,R01LM010685,25717410
10409209,R01LM010685,26083494
10455131,R01LM010685,27482468
10254565,R01LM010685,30673079
10226268,R01LM010685,25123743
10409209,R01LM010685,34283806
10226268,R01LM010685,33647223
10226268,R01LM010685,27589350
10390207,R01LM010685,33951428
10226268,R01LM010685,28422977
10409209,R01LM010685,31141421
10226268,R01LM010685,31553307
10226268,R01LM010685,20335276
10226268,R01LM010685,24148554
10250450,R01LM010685,26316607
10226268,R01LM010685,23304366
10226268,R01LM010685,29774543
10226268,R01LM010685,27497800
10226268,R01LM010685,33200151
10226268,R01LM010685,23405076
10226268,R01LM010685,24026423
10369551,R01LM010685,29171014
10226268,R01LM010685,23463857
10270475,R01LM010685,28490672
10226268,R01LM010685,21981779
10226268,R01LM010685,26833085
10226268,R01LM010685,27780847
10408298,R01LM010685,26567325
10281356,R01LM010685,25849893
10226268,R01LM010685,33774203
10254565,R01LM010685,29481723
10409201,R01DK103901,28890086
10381295,R01DK103901,29782847
10263379,R01DK103901,25944908
10381295,R01DK103901,34320366
10381295,R01DK103901,29081531
10263379,R01DK103901,29198958
10263379,R01DK103901,26756551
10263379,R01DK103901,32542737
10263379,R01DK103901,30799025
10381295,R01DK103901,30791770
10263379,R01DK103901,32717096
10263379,R01DK103901,26973533
10263379,R01DK103901,33627432
10263379,R01DK103901,34663597
10263379,R01DK103901,30386208
10263379,R01DK103901,29497363
10381295,R01DK103901,29724954
10263379,R01DK103901,33568652
10381295,R01DK103901,28807414
10457065,R01DK103901,31359086
10263379,R01DK103901,27320922
10263379,R01DK103901,34629389
10381295,R01DK103901,28442325
10454450,UG1CA189824,33048350
10454450,UG1CA189824,32562660
10454450,UG1CA189824,29204530
10454450,UG1CA189824,30963289
10461231,UG1CA189824,30819455
10454450,UG1CA189824,28713846
10454450,UG1CA189824,32086201
10459732,UG1CA189824,34023515
10461233,UG1CA189824,32529192
10461231,UG1CA189824,33355237
10454450,UG1CA189824,26130292
10485505,UG1CA189824,30561776
10461231,UG1CA189824,32820842
10454450,UG1CA189824,26287032
10454450,UG1CA189824,32087340
10454450,UG1CA189824,32694387
10454450,UG1CA189824,30092966
10454450,UG1CA189824,34642792
10454450,UG1CA189824,29873324
10454450,UG1CA189824,28102098
10461231,UG1CA189824,33136296
10454450,UG1CA189824,33277314
10454450,UG1CA189824,25897156
10454450,UG1CA189824,29989859
10454450,UG1CA189824,31418491
10454450,UG1CA189824,29252084
10454450,UG1CA189824,30406339
10454450,UG1CA189824,30092971
10454450,UG1CA189824,32915024
10454450,UG1CA189824,25972454
10454450,UG1CA189824,30417218
10454450,UG1CA189824,27502058
10454450,UG1CA189824,34769563
10485505,UG1CA189824,29055605
10454450,UG1CA189824,32461631
10454450,UG1CA189824,34189339
10454450,UG1CA189824,29731611
10190882,UF1MH121954,33140040
10140834,UF1MH121954,33713840
10190882,UF1MH121954,33469746
10435710,U54GM104942,33969789
10435710,U54GM104942,32453209
10435710,U54GM104942,33019647
10435710,U54GM104942,28890906
10435710,U54GM104942,27311784
10435710,U54GM104942,26053053
10435710,U54GM104942,31324409
10435710,U54GM104942,33607829
10435710,U54GM104942,31137020
10488870,U54GM104942,25878270
10435710,U54GM104942,30735613
10435710,U54GM104942,24148758
10435710,U54GM104942,25271165
10435710,U54GM104942,33144568
10435710,U54GM104942,32297352
10435710,U54GM104942,33070255
10435710,U54GM104942,34208904
10435710,U54GM104942,31534712
10488387,U54GM104942,34655550
10435710,U54GM104942,33297751
10435710,U54GM104942,30964368
10435710,U54GM104942,33307527
10435710,U54GM104942,32290467
10435710,U54GM104942,29139579
10435710,U54GM104942,27586146
10488387,U54GM104942,33791733
10435710,U54GM104942,32044316
10435710,U54GM104942,33219158
10435710,U54GM104942,31404105
10435710,U54GM104942,29676403
10435710,U54GM104942,32877213
10435710,U54GM104942,31369225
10435710,U54GM104942,30520047
10435710,U54GM104942,33348147
10435710,U54GM104942,28811828
10435710,U54GM104942,26802846
10435710,U54GM104942,32101610
10435710,U54GM104942,28077004
10435710,U54GM104942,32172199
10435710,U54GM104942,29610563
10435710,U54GM104942,26085687
10435710,U54GM104942,30813837
10435710,U54GM104942,24211144
10435710,U54GM104942,31864016
10435710,U54GM104942,27049778
10435710,U54GM104942,29578033
10435710,U54GM104942,26220010
10435710,U54GM104942,32129573
10435710,U54GM104942,28325131
10435710,U54GM104942,31138889
10435710,U54GM104942,25647232
10435710,U54GM104942,32572994
10435710,U54GM104942,31286520
10435710,U54GM104942,30899918
10435710,U54GM104942,33100224
10435710,U54GM104942,29794097
10435710,U54GM104942,27206803
10435710,U54GM104942,29056757
10435710,U54GM104942,24477713
10435710,U54GM104942,25767743
10435710,U54GM104942,25332303
10435710,U54GM104942,33371799
10435710,U54GM104942,28005108
10435710,U54GM104942,28891788
10435710,U54GM104942,33166545
10435710,U54GM104942,34196013
10435710,U54GM104942,28276624
10435710,U54GM104942,32691462
10435710,U54GM104942,32028803
10435710,U54GM104942,33317318
10435710,U54GM104942,33294537
10435710,U54GM104942,27696085
10435710,U54GM104942,33219076
10435710,U54GM104942,32282964
10435710,U54GM104942,33765516
10435710,U54GM104942,32199835
10435710,U54GM104942,29461940
10435710,U54GM104942,33068619
10435710,U54GM104942,27903215
10435710,U54GM104942,27891701
10435710,U54GM104942,34349149
10435710,U54GM104942,32202589
10435710,U54GM104942,28713881
10459732,U54GM104942,29485047
10435710,U54GM104942,26377859
10435710,U54GM104942,28929376
10435710,U54GM104942,32099695
10435710,U54GM104942,25325724
10435710,U54GM104942,33047291
10435710,U54GM104942,30924062
10435710,U54GM104942,31302881
10435710,U54GM104942,28644107
10435710,U54GM104942,27303746
10435710,U54GM104942,31196066
10435710,U54GM104942,27852038
10435710,U54GM104942,32132182
10435710,U54GM104942,31757057
10435710,U54GM104942,34551328
10435710,U54GM104942,29961010
10435710,U54GM104942,30773427
10435710,U54GM104942,32427023
10435710,U54GM104942,31680865
10435710,U54GM104942,31214364
10435710,U54GM104942,34023273
10435710,U54GM104942,33712819
10435710,U54GM104942,27360973
10435710,U54GM104942,29305105
10435710,U54GM104942,30837842
10435710,U54GM104942,29604436
10435710,U54GM104942,33048650
10435710,U54GM104942,24708605
10435710,U54GM104942,28647519
10435710,U54GM104942,25366994
10435710,U54GM104942,32280723
10435710,U54GM104942,33300965
10435710,U54GM104942,31431629
10435710,U54GM104942,28533930
10435710,U54GM104942,29366396
10435710,U54GM104942,25108010
10435710,U54GM104942,29216886
10435710,U54GM104942,29887456
10435710,U54GM104942,31263622
10435710,U54GM104942,32403412
10435710,U54GM104942,31237082
10435710,U54GM104942,26203464
10435710,U54GM104942,32889195
10435710,U54GM104942,29399239
10435710,U54GM104942,31144020
10435710,U54GM104942,31013013
10435710,U54GM104942,30146339
10435710,U54GM104942,24748785
10435710,U54GM104942,29976789
10435710,U54GM104942,32272244
10453182,U54GM104942,31104167
10435710,U54GM104942,30369320
10435710,U54GM104942,31192007
10435710,U54GM104942,31827139
10435710,U54GM104942,33173710
10435710,U54GM104942,32209590
10435710,U54GM104942,29606370
10435710,U54GM104942,29058631
10435710,U54GM104942,26004332
10435710,U54GM104942,25220537
10435710,U54GM104942,29885160
10435710,U54GM104942,26407636
10435710,U54GM104942,31352357
10435710,U54GM104942,30611144
10435710,U54GM104942,31605620
10435710,U54GM104942,33079786
10435710,U54GM104942,32832917
